DATE;MAC;RSSI;VENDOR;CATEGORIE
7.11.2018 12:10;20:47:DA:AC:B1:71;-73;Unknown;Smartphone
7.11.2018 12:10;20:82:C0:6F:15:5D;-89;Unknown;Smartphone
7.11.2018 12:11;20:47:DA:AC:B1:71;-80;Unknown;Smartphone
7.11.2018 12:12;20:47:DA:AC:B1:71;-82;Unknown;Smartphone
7.11.2018 12:12;20:47:DA:AC:B1:71;-78;Unknown;Smartphone
7.11.2018 12:13;20:47:DA:AC:B1:71;-79;Unknown;Smartphone
7.11.2018 12:13;20:47:DA:AC:B1:71;-80;Unknown;Smartphone
7.11.2018 12:14;20:47:DA:AC:B1:71;-82;Unknown;Smartphone
7.11.2018 12:14;20:47:DA:AC:B1:71;-80;Unknown;Smartphone
7.11.2018 12:14;18:F0:E4:F1:7C:44;-88;Unknown;Smartphone
7.11.2018 12:14;20:47:DA:AC:B1:71;-82;Unknown;Smartphone
7.11.2018 12:15;20:47:DA:AC:B1:71;-79;Unknown;Smartphone
7.11.2018 12:15;0C:2C:54:6F:5C:E2;-87;Unknown;Smartphone
7.11.2018 12:15;20:47:DA:AC:B1:71;-82;Unknown;Smartphone
7.11.2018 12:16;0C:2C:54:6F:5C:E2;-87;Unknown;Smartphone
7.11.2018 12:16;20:47:DA:AC:B1:71;-83;Unknown;Smartphone
7.11.2018 12:16;20:47:DA:AC:B1:71;-78;Unknown;Smartphone
7.11.2018 12:16;74:95:EC:97:F8:4E;-87;Unknown;Handsfree
7.11.2018 12:17;20:47:DA:AC:B1:71;-80;Unknown;Smartphone
7.11.2018 12:17;74:95:EC:97:F8:4E;-82;Unknown;Handsfree
7.11.2018 12:18;00:23:3D:32:87:12;-88;Novero holding B.V.;Handsfree
7.11.2018 12:18;FC:62:B9:A9:37:78;-73;ALPS ERECTRIC CO.,LTD;Handsfree
7.11.2018 12:19;90:03:B7:76:BF:57;-81;PARROT;Handsfree
7.11.2018 12:19;20:82:C0:6F:15:5D;-83;Unknown;Smartphone
7.11.2018 12:20;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 12:20;18:F0:E4:F1:7C:44;-90;Unknown;Smartphone
7.11.2018 12:20;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 12:21;00:26:7E:79:18:20;-80;Parrot SA;Handsfree
7.11.2018 12:21;00:26:7E:79:18:20;-83;Parrot SA;Handsfree
7.11.2018 12:25;20:82:C0:6F:15:5D;-85;Unknown;Smartphone
7.11.2018 12:28;48:A9:D2:C7:86:15;-82;Wistron Neweb Corp.;Handsfree
7.11.2018 12:28;EC:D0:9F:3E:EB:AD;-86;Unknown;Smartphone
7.11.2018 12:31;18:F0:E4:F1:7C:44;-86;Unknown;Smartphone
7.11.2018 12:31;48:A9:D2:C7:86:15;-83;Wistron Neweb Corp.;Handsfree
7.11.2018 12:31;8C:0D:76:DC:C6:55;-87;Unknown;Smartphone
7.11.2018 12:34;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 12:34;48:A9:D2:C7:86:15;-80;Wistron Neweb Corp.;Handsfree
7.11.2018 12:34;8C:0D:76:DC:C6:55;-87;Unknown;Smartphone
7.11.2018 12:38;0C:66:BD:8C:FE:85;-82;Unknown;Handsfree
7.11.2018 12:38;48:A9:D2:C7:86:15;-79;Wistron Neweb Corp.;Handsfree
7.11.2018 12:44;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 12:47;14:F4:2A:B6:D0:EF;-91;Samsung Electronics;Smartphone
7.11.2018 12:47;18:F0:E4:F1:7C:44;-73;Unknown;Smartphone
7.11.2018 12:54;A0:57:E3:A2:2E:9C;-86;Unknown;Smartphone
7.11.2018 13:00;8C:25:05:A9:AF:0E;-83;Unknown;Smartphone
7.11.2018 13:00;A0:57:E3:A2:2E:9C;-88;Unknown;Smartphone
7.11.2018 13:01;A0:57:E3:A2:2E:9C;-87;Unknown;Smartphone
7.11.2018 13:01;D8:63:75:34:32:5A;-84;Unknown;Smartphone
7.11.2018 13:01;A0:57:E3:A2:2E:9C;-88;Unknown;Smartphone
7.11.2018 13:02;A0:57:E3:A2:2E:9C;-90;Unknown;Smartphone
7.11.2018 13:02;74:23:44:AF:EC:02;-86;Unknown;Smartphone
7.11.2018 13:02;A0:57:E3:A2:2E:9C;-86;Unknown;Smartphone
7.11.2018 13:02;D8:63:75:34:32:5A;-84;Unknown;Smartphone
7.11.2018 13:02;F4:F5:DB:DD:70:90;-88;Unknown;Smartphone
7.11.2018 13:03;74:23:44:AF:EC:02;-86;Unknown;Smartphone
7.11.2018 13:03;A0:57:E3:A2:2E:9C;-81;Unknown;Smartphone
7.11.2018 13:03;F4:F5:DB:DD:70:90;-80;Unknown;Smartphone
7.11.2018 13:03;74:23:44:AF:EC:02;-83;Unknown;Smartphone
7.11.2018 13:03;A0:57:E3:A2:2E:9C;-85;Unknown;Smartphone
7.11.2018 13:03;F4:F5:DB:DD:70:90;-72;Unknown;Smartphone
7.11.2018 13:04;00:EC:0A:57:06:8F;-87;Unknown;Smartphone
7.11.2018 13:04;A0:57:E3:A2:2E:9C;-88;Unknown;Smartphone
7.11.2018 13:04;00:EC:0A:57:06:8F;-70;Unknown;Smartphone
7.11.2018 13:04;8C:0D:76:DC:C6:55;-90;Unknown;Smartphone
7.11.2018 13:04;A0:57:E3:A2:2E:9C;-87;Unknown;Smartphone
7.11.2018 13:05;00:EC:0A:57:06:8F;-85;Unknown;Smartphone
7.11.2018 13:05;8C:0D:76:DC:C6:55;-88;Unknown;Smartphone
7.11.2018 13:05;A0:57:E3:A2:2E:9C;-88;Unknown;Smartphone
7.11.2018 13:07;0C:8F:FF:35:67:E2;-77;Unknown;Smartphone
7.11.2018 13:07;8C:0D:76:DC:C6:55;-88;Unknown;Smartphone
7.11.2018 13:07;0C:8F:FF:35:67:E2;-88;Unknown;Smartphone
7.11.2018 13:07;50:8F:4C:D0:8B:BC;-81;Unknown;Smartphone
7.11.2018 13:08;0C:8F:FF:35:67:E2;-79;Unknown;Smartphone
7.11.2018 13:08;50:8F:4C:D0:8B:BC;-77;Unknown;Smartphone
7.11.2018 13:08;0C:2C:54:6F:5C:E2;-82;Unknown;Smartphone
7.11.2018 13:08;0C:8F:FF:35:67:E2;-85;Unknown;Smartphone
7.11.2018 13:08;50:8F:4C:D0:8B:BC;-73;Unknown;Smartphone
7.11.2018 13:09;0C:8F:FF:35:67:E2;-77;Unknown;Smartphone
7.11.2018 13:09;74:95:EC:99:87:0E;-83;Unknown;Handsfree
7.11.2018 13:09;AC:7A:4D:CA:01:28;-72;ALPS ELECTRIC CO.,LTD.;Handsfree
7.11.2018 13:09;0C:8F:FF:35:67:E2;-83;Unknown;Smartphone
7.11.2018 13:09;FC:62:B9:1D:90:3D;-79;ALPS ERECTRIC CO.,LTD;Handsfree
7.11.2018 13:10;0C:8F:FF:35:67:E2;-80;Unknown;Smartphone
7.11.2018 13:10;FC:62:B9:1D:90:3D;-82;ALPS ERECTRIC CO.,LTD;Handsfree
7.11.2018 13:10;0C:8F:FF:35:67:E2;-83;Unknown;Smartphone
7.11.2018 13:10;54:92:BE:19:0F:F6;-77;Samsung Electronics Co.,Ltd;Smartphone
7.11.2018 13:11;0C:8F:FF:35:67:E2;-87;Unknown;Smartphone
7.11.2018 13:11;20:82:C0:6F:15:5D;-83;Unknown;Smartphone
7.11.2018 13:11;54:92:BE:19:0F:F6;-81;Samsung Electronics Co.,Ltd;Smartphone
7.11.2018 13:11;0C:8F:FF:35:67:E2;-85;Unknown;Smartphone
7.11.2018 13:11;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 13:12;0C:8F:FF:35:67:E2;-86;Unknown;Smartphone
7.11.2018 13:12;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 13:12;8C:0D:76:DC:C6:55;-90;Unknown;Smartphone
7.11.2018 13:12;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:13;20:82:C0:6F:15:5D;-86;Unknown;Smartphone
7.11.2018 13:13;90:03:B7:D1:7E:15;-83;PARROT;Handsfree
7.11.2018 13:13;20:82:C0:6F:15:5D;-83;Unknown;Smartphone
7.11.2018 13:14;20:82:C0:6F:15:5D;-83;Unknown;Smartphone
7.11.2018 13:14;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:15;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 13:15;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:16;20:82:C0:6F:15:5D;-85;Unknown;Smartphone
7.11.2018 13:16;FC:62:B9:1D:90:3D;-83;ALPS ERECTRIC CO.,LTD;Handsfree
7.11.2018 13:16;20:82:C0:6F:15:5D;-86;Unknown;Smartphone
7.11.2018 13:17;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 13:17;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 13:17;20:82:C0:6F:15:5D;-83;Unknown;Smartphone
7.11.2018 13:18;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:18;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:19;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:20;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:21;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:22;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:22;D8:63:75:34:32:5A;-83;Unknown;Smartphone
7.11.2018 13:22;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:22;D8:63:75:34:32:5A;-88;Unknown;Smartphone
7.11.2018 13:23;D8:63:75:34:32:5A;-86;Unknown;Smartphone
7.11.2018 13:23;F4:F5:24:D8:F7:11;-83;Unknown;Smartphone
7.11.2018 13:23;20:82:C0:6F:15:5D;-86;Unknown;Smartphone
7.11.2018 13:23;F4:F5:24:D8:F7:11;-90;Unknown;Smartphone
7.11.2018 13:24;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:24;EC:D0:9F:F2:89:CD;-83;Unknown;Smartphone
7.11.2018 13:25;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:25;EC:D0:9F:F2:89:CD;-88;Unknown;Smartphone
7.11.2018 13:25;20:82:C0:6F:15:5D;-89;Unknown;Smartphone
7.11.2018 13:25;EC:D0:9F:F2:89:CD;-86;Unknown;Smartphone
7.11.2018 13:26;74:23:44:AF:EC:02;-80;Unknown;Smartphone
7.11.2018 13:26;F4:F5:DB:DD:70:90;-80;Unknown;Smartphone
7.11.2018 13:26;74:23:44:AF:EC:02;-80;Unknown;Smartphone
7.11.2018 13:26;F4:F5:DB:DD:70:90;-67;Unknown;Smartphone
7.11.2018 13:27;20:82:C0:6F:15:5D;-90;Unknown;Smartphone
7.11.2018 13:27;F4:F5:DB:DD:70:90;-86;Unknown;Smartphone
7.11.2018 13:27;00:13:B0:00:5F:43;-88;Jablotron;Uncategorized
7.11.2018 13:27;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:28;A0:57:E3:A2:2E:9C;-88;Unknown;Smartphone
7.11.2018 13:28;20:82:C0:6F:15:5D;-86;Unknown;Smartphone
7.11.2018 13:28;8C:EB:C6:7C:9C:FB;-83;Unknown;Smartphone
7.11.2018 13:29;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:29;50:8F:4C:06:5B:BD;-85;Unknown;Smartphone
7.11.2018 13:29;C0:81:35:11:DA:CC;-81;Unknown;Handsfree
7.11.2018 13:29;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:29;50:8F:4C:06:5B:BD;-65;Unknown;Smartphone
7.11.2018 13:29;8C:EB:C6:7C:9C:FB;-80;Unknown;Smartphone
7.11.2018 13:30;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:30;50:8F:4C:06:5B:BD;-80;Unknown;Smartphone
7.11.2018 13:30;A0:57:E3:A2:2E:9C;-88;Unknown;Smartphone
7.11.2018 13:30;20:82:C0:6F:15:5D;-86;Unknown;Smartphone
7.11.2018 13:31;20:82:C0:6F:15:5D;-86;Unknown;Smartphone
7.11.2018 13:32;8C:0D:76:DC:C6:55;-90;Unknown;Smartphone
7.11.2018 13:34;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:34;00:26:7E:F6:51:8F;-85;Parrot SA;Handsfree
7.11.2018 13:34;00:26:7E:F6:51:8F;-88;Parrot SA;Handsfree
7.11.2018 13:34;20:82:C0:6F:15:5D;-85;Unknown;Smartphone
7.11.2018 13:35;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:35;00:26:7E:F6:51:8F;-88;Parrot SA;Handsfree
7.11.2018 13:36;20:82:C0:6F:15:5D;-87;Unknown;Smartphone
7.11.2018 13:36;D8:63:75:60:2A:03;-67;Unknown;Smartphone
7.11.2018 13:37;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:37;D8:63:75:60:2A:03;-73;Unknown;Smartphone
7.11.2018 13:37;20:82:C0:6F:15:5D;-88;Unknown;Smartphone
7.11.2018 13:37;38:A4:ED:EF:B7:CC;-64;Unknown;Smartphone
7.11.2018 13:37;D8:63:75:60:2A:03;-77;Unknown;Smartphone
7.11.2018 13:38;38:A4:ED:EF:B7:CC;-72;Unknown;Smartphone
7.11.2018 13:38;80:AD:16:D9:BF:F2;-88;Unknown;Smartphone
7.11.2018 13:39;04:B1:67:0B:EF:6D;-83;Unknown;Smartphone
7.11.2018 13:39;04:B1:67:0B:EF:6D;-83;Unknown;Smartphone
7.11.2018 13:40;C4:0B:CB:7C:07:A9;-83;Unknown;Smartphone
7.11.2018 13:41;54:E1:40:F9:B8:2D;-84;INGENICO;Smartphone
7.11.2018 13:42;B4:EF:FA:2B:71:28;-90;Unknown;Smartphone
7.11.2018 13:42;54:E1:40:F9:B8:2D;-83;INGENICO;Smartphone
7.11.2018 13:42;B4:EF:FA:2B:71:28;-81;Unknown;Smartphone
7.11.2018 13:43;03:8D:3F:EA:62:61;-78;Unknown;Smartphone
7.11.2018 13:43;20:82:C0:6F:15:5D;-68;Unknown;Smartphone
7.11.2018 13:43;54:E1:40:F9:B8:2D;-82;INGENICO;Smartphone
7.11.2018 13:43;8C:0D:76:DC:C6:55;-88;Unknown;Smartphone
7.11.2018 13:43;B4:EF:FA:2B:71:28;-86;Unknown;Smartphone
7.11.2018 13:44;B4:EF:FA:2B:71:28;-86;Unknown;Smartphone
7.11.2018 13:44;F4:F5:DB:C0:0A:78;-80;Unknown;Smartphone
7.11.2018 13:44;FC:62:B9:A9:37:78;-82;ALPS ERECTRIC CO.,LTD;Handsfree
7.11.2018 13:44;B4:EF:FA:2B:71:28;-85;Unknown;Smartphone
7.11.2018 13:44;F4:F5:DB:C0:0A:78;-66;Unknown;Smartphone
7.11.2018 13:45;B4:EF:FA:2B:71:28;-87;Unknown;Smartphone
7.11.2018 13:45;00:16:73:01:5D:B1;-83;Bury GmbH & Co. KG;Handsfree
7.11.2018 13:45;B4:EF:FA:2B:71:28;-83;Unknown;Smartphone
7.11.2018 13:46;B4:EF:FA:2B:71:28;-85;Unknown;Smartphone
7.11.2018 13:46;54:B1:21:D6:E4:59;-87;Unknown;Smartphone
7.11.2018 13:46;94:65:2D:87:B6:9B;-86;Unknown;Smartphone
7.11.2018 13:46;B4:EF:FA:2B:71:28;-85;Unknown;Smartphone
7.11.2018 13:47;30:C3:D9:48:8F:A6;-73;Unknown;Handsfree
7.11.2018 13:47;B4:EF:FA:2B:71:28;-88;Unknown;Smartphone
7.11.2018 13:47;B4:EF:FA:2B:71:28;-88;Unknown;Smartphone
7.11.2018 13:47;EC:D0:9F:F2:89:CD;-83;Unknown;Smartphone
7.11.2018 13:48;54:E1:40:F9:B8:2D;-73;INGENICO;Smartphone
7.11.2018 13:48;B4:EF:FA:2B:71:28;-83;Unknown;Smartphone
7.11.2018 13:48;00:23:3D:18:F4:7E;-85;Novero holding B.V.;Handsfree
7.11.2018 13:48;B4:EF:FA:2B:71:28;-87;Unknown;Smartphone
7.11.2018 13:48;EC:D0:9F:F2:89:CD;-89;Unknown;Smartphone
7.11.2018 13:49;B4:EF:FA:2B:71:28;-84;Unknown;Smartphone
7.11.2018 13:49;EC:D0:9F:F2:89:CD;-83;Unknown;Smartphone
7.11.2018 13:49;00:1E:A4:FA:6B:88;-80;Nokia Danmark A/S;Handsfree
7.11.2018 13:49;B4:EF:FA:2B:71:28;-90;Unknown;Smartphone
7.11.2018 13:49;B4:EF:FA:2B:71:28;-88;Unknown;Smartphone
7.11.2018 13:50;A0:57:E3:A2:2E:9C;-85;Unknown;Smartphone
7.11.2018 13:50;B4:EF:FA:2B:71:28;-83;Unknown;Smartphone
7.11.2018 13:50;D8:63:75:60:2A:03;-73;Unknown;Smartphone
7.11.2018 13:50;54:E1:40:F9:B8:2D;-75;INGENICO;Smartphone
7.11.2018 13:50;B4:EF:FA:2B:71:28;-88;Unknown;Smartphone
7.11.2018 13:50;D8:63:75:60:2A:03;-85;Unknown;Smartphone
7.11.2018 13:51;54:E1:40:F9:B8:2D;-75;INGENICO;Smartphone
7.11.2018 13:51;A0:57:E3:A2:2E:9C;-87;Unknown;Smartphone
7.11.2018 13:54;A0:57:E3:A2:2E:9C;-89;Unknown;Smartphone
7.11.2018 13:54;C0:F4:E6:35:93:A1;-84;Unknown;Smartphone
7.11.2018 13:54;F4:F5:DB:C0:0A:78;-84;Unknown;Smartphone
7.11.2018 13:54;54:E1:40:F9:B8:2D;-76;INGENICO;Smartphone
7.11.2018 13:54;C0:F4:E6:35:93:A1;-78;Unknown;Smartphone
7.11.2018 13:54;F4:F5:DB:C0:0A:78;-68;Unknown;Smartphone
7.11.2018 13:54;54:E1:40:F9:B8:2D;-72;INGENICO;Smartphone
7.11.2018 13:55;54:E1:40:F9:B8:2D;-65;INGENICO;Smartphone
7.11.2018 13:55;54:E1:40:F9:B8:2D;-62;INGENICO;Smartphone
7.11.2018 13:56;54:E1:40:F9:B8:2D;-63;INGENICO;Smartphone
7.11.2018 13:56;A0:57:E3:A2:2E:9C;-91;Unknown;Smartphone
7.11.2018 13:56;54:E1:40:F9:B8:2D;-69;INGENICO;Smartphone
7.11.2018 13:56;74:5E:1C:E6:FA:BD;-91;PIONEER CORPORATION;Handsfree
7.11.2018 13:56;F4:F5:DB:C0:0A:78;-85;Unknown;Smartphone
7.11.2018 13:57;54:E1:40:F9:B8:2D;-78;INGENICO;Smartphone
7.11.2018 13:58;54:B1:21:D0:D8:28;-86;Unknown;Smartphone
7.11.2018 14:00;00:26:7E:37:B8:40;-87;Parrot SA;Handsfree
7.11.2018 14:03;54:E1:40:F9:B8:2D;-73;INGENICO;Smartphone
7.11.2018 14:04;54:E1:40:F9:B8:2D;-77;INGENICO;Smartphone
7.11.2018 14:04;54:E1:40:F9:B8:2D;-73;INGENICO;Smartphone
7.11.2018 14:04;C4:0B:CB:7C:07:A9;-86;Unknown;Smartphone
7.11.2018 14:04;DC:9F:A4:DB:03:EB;-83;Nokia Corporation;Smartphone
7.11.2018 14:05;DC:9F:A4:DB:03:EB;-86;Nokia Corporation;Smartphone
7.11.2018 14:05;DC:9F:A4:DB:03:EB;-87;Nokia Corporation;Smartphone
7.11.2018 14:07;00:03:19:10:51:4A;-87;Infineon AG;Handsfree
7.11.2018 14:08;00:17:CA:D9:5D:9A;-83;Qisda Corporation;Handsfree
7.11.2018 14:10;00:21:3E:AF:A6:8D;-88;TomTom;Handsfree
7.11.2018 14:10;00:21:3E:AF:A6:8D;-65;TomTom;Handsfree
7.11.2018 14:11;00:13:B0:00:5C:50;-87;Jablotron;Uncategorized
7.11.2018 14:11;00:1E:A4:FA:6B:88;-87;Nokia Danmark A/S;Handsfree
7.11.2018 14:11;04:B1:67:0B:E2:39;-87;Unknown;Smartphone
7.11.2018 14:11;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:12;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:12;04:98:F3:F9:F9:DC;-84;ALPS Electric Co,. Ltd.;Handsfree
7.11.2018 14:12;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:12;F4:F5:DB:C0:0A:78;-83;Unknown;Smartphone
7.11.2018 14:13;00:13:B0:00:5C:50;-88;Jablotron;Uncategorized
7.11.2018 14:13;50:8F:4C:D8:6F:B2;-89;Unknown;Smartphone
7.11.2018 14:13;F4:F5:DB:C0:0A:78;-87;Unknown;Smartphone
7.11.2018 14:13;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:14;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:14;00:13:B0:00:5C:50;-86;Jablotron;Uncategorized
7.11.2018 14:15;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:15;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:16;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:16;00:17:CA:D9:5D:9A;-89;Qisda Corporation;Handsfree
7.11.2018 14:16;00:13:B0:00:5C:50;-88;Jablotron;Uncategorized
7.11.2018 14:16;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:17;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:17;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:18;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:18;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:19;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:19;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:19;00:13:B0:00:5F:43;-82;Jablotron;Uncategorized
7.11.2018 14:20;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:20;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:21;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:21;00:13:B0:00:5F:43;-83;Jablotron;Uncategorized
7.11.2018 14:21;00:13:B0:00:5C:50;-81;Jablotron;Uncategorized
7.11.2018 14:21;00:13:B0:00:5F:43;-83;Jablotron;Uncategorized
7.11.2018 14:21;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:21;00:13:B0:00:5F:43;-87;Jablotron;Uncategorized
7.11.2018 14:22;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:22;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:22;00:13:B0:00:5F:43;-81;Jablotron;Uncategorized
7.11.2018 14:23;00:13:B0:00:5C:50;-84;Jablotron;Uncategorized
7.11.2018 14:23;00:13:B0:00:5F:43;-81;Jablotron;Uncategorized
7.11.2018 14:23;50:BC:96:AE:73:EE;-85;Unknown;Smartphone
7.11.2018 14:23;00:13:B0:00:5C:50;-84;Jablotron;Uncategorized
7.11.2018 14:23;00:13:B0:00:5F:43;-81;Jablotron;Uncategorized
7.11.2018 14:23;8C:0D:76:DC:C6:55;-86;Unknown;Smartphone
7.11.2018 14:24;00:13:B0:00:5C:50;-84;Jablotron;Uncategorized
7.11.2018 14:24;00:13:B0:00:5F:43;-88;Jablotron;Uncategorized
7.11.2018 14:24;8C:0D:76:DC:C6:55;-85;Unknown;Smartphone
7.11.2018 14:24;D8:63:75:76:C5:93;-83;Unknown;Smartphone
7.11.2018 14:24;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:24;00:13:B0:00:5F:43;-88;Jablotron;Uncategorized
7.11.2018 14:24;8C:0D:76:DC:C6:55;-84;Unknown;Smartphone
7.11.2018 14:24;D8:63:75:76:C5:93;-62;Unknown;Smartphone
7.11.2018 14:25;00:13:B0:00:5C:50;-81;Jablotron;Uncategorized
7.11.2018 14:25;00:13:B0:00:5F:43;-86;Jablotron;Uncategorized
7.11.2018 14:25;8C:0D:76:DC:C6:55;-80;Unknown;Smartphone
7.11.2018 14:25;00:13:B0:00:5C:50;-80;Jablotron;Uncategorized
7.11.2018 14:25;00:13:B0:00:5F:43;-85;Jablotron;Uncategorized
7.11.2018 14:25;8C:0D:76:DC:C6:55;-78;Unknown;Smartphone
7.11.2018 14:26;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:26;00:13:B0:00:5F:43;-83;Jablotron;Uncategorized
7.11.2018 14:26;00:13:B0:00:5C:50;-85;Jablotron;Uncategorized
7.11.2018 14:26;00:13:B0:00:5F:43;-83;Jablotron;Uncategorized
7.11.2018 14:26;8C:0D:76:DC:C6:55;-83;Unknown;Smartphone
7.11.2018 14:26;00:13:B0:00:5C:50;-80;Jablotron;Uncategorized
7.11.2018 14:27;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:27;00:13:B0:00:5F:43;-86;Jablotron;Uncategorized
7.11.2018 14:27;A0:57:E3:A2:2E:9C;-90;Unknown;Smartphone
7.11.2018 14:27;00:13:B0:00:5C:50;-79;Jablotron;Uncategorized
7.11.2018 14:27;00:13:B0:00:5F:43;-85;Jablotron;Uncategorized
7.11.2018 14:28;00:13:B0:00:5C:50;-87;Jablotron;Uncategorized
7.11.2018 14:28;00:13:B0:00:5F:43;-81;Jablotron;Uncategorized
7.11.2018 14:28;00:13:B0:00:5C:50;-80;Jablotron;Uncategorized
7.11.2018 14:28;00:13:B0:00:5F:43;-81;Jablotron;Uncategorized
7.11.2018 14:29;00:13:B0:00:5F:43;-81;Jablotron;Uncategorized
7.11.2018 14:29;00:13:B0:00:5C:50;-84;Jablotron;Uncategorized
7.11.2018 14:29;00:13:B0:00:5F:43;-85;Jablotron;Uncategorized
7.11.2018 14:30;00:13:B0:00:5C:50;-79;Jablotron;Uncategorized
7.11.2018 14:30;00:13:B0:00:5F:43;-84;Jablotron;Uncategorized
7.11.2018 14:30;04:B1:67:86:BA:94;-88;Unknown;Smartphone
7.11.2018 14:30;00:13:B0:00:5C:50;-87;Jablotron;Uncategorized
7.11.2018 14:30;00:13:B0:00:5F:43;-79;Jablotron;Uncategorized
7.11.2018 14:30;04:B1:67:86:BA:94;-88;Unknown;Smartphone
7.11.2018 14:31;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:31;00:13:B0:00:5F:43;-83;Jablotron;Uncategorized
7.11.2018 14:31;04:B1:67:86:BA:94;-83;Unknown;Smartphone
7.11.2018 14:31;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:31;00:13:B0:00:5F:43;-82;Jablotron;Uncategorized
7.11.2018 14:31;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:31;0C:66:BD:8C:FE:85;-73;Unknown;Handsfree
7.11.2018 14:32;00:13:B0:00:5C:50;-86;Jablotron;Uncategorized
7.11.2018 14:32;04:B1:67:75:25:FB;-83;Unknown;Smartphone
7.11.2018 14:32;00:13:B0:00:5C:50;-82;Jablotron;Uncategorized
7.11.2018 14:32;04:B1:67:75:25:FB;-84;Unknown;Smartphone
7.11.2018 14:33;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:33;04:B1:67:75:25:FB;-83;Unknown;Smartphone
7.11.2018 14:33;00:13:B0:00:5C:50;-83;Jablotron;Uncategorized
7.11.2018 14:33;00:1E:AE:60:A6:A1;-63;Continental Automotive Systems;Handsfree
7.11.2018 14:33;04:B1:67:75:25:FB;-82;Unknown;Smartphone
