DATE;MAC;RSSI;VENDOR;CATEGORIE
8.2.2018 1:39;0E:DB:72:FC:62:60;-84;Unknown;Smartphone
8.2.2018 1:40;0E:DB:72:FC:62:60;-86;Unknown;Smartphone
8.2.2018 1:41;AC:7A:4D:CA:00:24;-86;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 1:42;AC:7A:4D:30:FE:BE;-88;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 1:42;AC:7A:4D:30:FE:BE;-87;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 1:43;00:0E:9F:D4:20:C8;-62;TEMIC SDS GmbH;Handsfree
8.2.2018 1:43;00:1D:3B:B1:BE:26;-81;Nokia Danmark A/S;Smartphone
8.2.2018 1:43;9C:CA:D9:3E:3C:38;-86;Nokia Corporation;Smartphone
8.2.2018 1:44;00:1E:A4:FB:C4:98;-87;Nokia Danmark A/S;Handsfree
8.2.2018 1:44;74:5E:1C:AA:17:1E;-83;PIONEER CORPORATION;Handsfree
8.2.2018 1:45;00:26:7E:22:EB:CD;-87;Parrot SA;Handsfree
8.2.2018 1:45;74:5E:1C:AA:17:1E;-84;PIONEER CORPORATION;Handsfree
8.2.2018 1:45;00:26:7E:22:EB:CD;-92;Parrot SA;Handsfree
8.2.2018 1:45;74:5E:1C:AA:17:1E;-86;PIONEER CORPORATION;Handsfree
8.2.2018 1:46;74:5E:1C:AA:17:1E;-86;PIONEER CORPORATION;Handsfree
8.2.2018 1:46;18:59:36:D9:56:4D;-86;XIAOMI INC;Smartphone
8.2.2018 1:47;18:59:36:D9:56:4D;-87;XIAOMI INC;Smartphone
8.2.2018 1:48;28:FE:CD:00:A2:E6;-83;Unknown;Smartphone
8.2.2018 1:54;00:26:7E:34:05:65;-89;Parrot SA;Handsfree
8.2.2018 1:55;00:03:19:18:35:D5;-72;Infineon AG;Handsfree
8.2.2018 1:55;00:03:19:18:35:D5;-89;Infineon AG;Handsfree
8.2.2018 1:59;28:A1:83:B1:8D:F9;-84;Unknown;Handsfree
8.2.2018 2:01;00:03:19:10:51:4A;-86;Infineon AG;Handsfree
8.2.2018 2:04;00:03:19:5A:9B:58;-89;Infineon AG;Handsfree
8.2.2018 2:04;00:03:19:5A:9B:58;-86;Infineon AG;Handsfree
8.2.2018 2:05;A8:54:B2:C8:4C:1E;-88;Wistron Neweb Corp.;Handsfree
8.2.2018 2:07;00:26:7E:B7:83:7B;-87;Parrot SA;Handsfree
8.2.2018 2:07;7C:11:CB:8D:34:AB;-71;Unknown;Smartphone
8.2.2018 2:08;7C:11:CB:8D:34:AB;-85;Unknown;Smartphone
8.2.2018 2:09;00:EC:0A:6F:64:D9;-86;Unknown;Smartphone
8.2.2018 2:12;00:12:1C:CF:68:45;-84;PARROT S.A.;Handsfree
8.2.2018 2:14;48:F0:7B:06:F0:B8;-83;Unknown;Handsfree
8.2.2018 2:14;74:23:44:46:F5:E1;-89;Unknown;Smartphone
8.2.2018 2:15;00:21:3E:DC:8C:EA;-90;TomTom;Handsfree
8.2.2018 2:18;00:1E:A4:FC:A1:B5;-86;Nokia Danmark A/S;Handsfree
8.2.2018 2:30;00:14:09:70:94:80;-85;MAGNETI MARELLI   S.E. S.p.A.;Handsfree
8.2.2018 2:31;94:51:03:11:DD:50;-82;Samsung Electronics;Smartphone
8.2.2018 2:31;94:B2:CC:06:43:77;-89;Unknown;Handsfree
8.2.2018 2:32;00:12:1C:E1:EF:FF;-87;PARROT S.A.;Handsfree
8.2.2018 2:32;94:51:03:11:DD:50;-89;Samsung Electronics;Smartphone
8.2.2018 2:32;00:12:1C:E1:EF:FF;-86;PARROT S.A.;Handsfree
8.2.2018 2:33;00:12:1C:E1:EF:FF;-87;PARROT S.A.;Handsfree
8.2.2018 2:33;6C:8F:B5:E2:67:8F;-84;Unknown;Smartphone
8.2.2018 2:34;00:03:19:3A:2E:A9;-77;Infineon AG;Handsfree
8.2.2018 2:34;6C:8F:B5:E2:67:8F;-88;Unknown;Smartphone
8.2.2018 2:34;38:C0:96:3B:55:A9;-90;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 2:37;90:03:B7:24:80:C4;-84;PARROT;Handsfree
8.2.2018 2:38;30:FA:B7:80:1D:B7;-74;Tunai Creative;Handsfree
8.2.2018 2:40;00:0E:9F:19:7A:21;-82;TEMIC SDS GmbH;Handsfree
8.2.2018 2:40;FC:62:B9:F2:61:5E;-84;ALPS ERECTRIC CO.,LTD;Handsfree
8.2.2018 2:41;7C:11:CB:8D:34:AB;-86;Unknown;Smartphone
8.2.2018 2:41;84:BE:52:B4:63:99;-88;Unknown;Smartphone
8.2.2018 2:41;7C:11:CB:8D:34:AB;-89;Unknown;Smartphone
8.2.2018 2:46;38:A4:ED:79:F2:98;-92;Unknown;Smartphone
8.2.2018 2:48;44:F4:59:D7:FE:8D;-84;Samsung Electronics;Smartphone
8.2.2018 2:49;00:03:19:0E:E7:84;-88;Infineon AG;Handsfree
8.2.2018 2:49;94:51:03:11:DD:50;-87;Samsung Electronics;Smartphone
8.2.2018 2:50;53:A1:DC:BF:B5:70;-78;Unknown;Handsfree
8.2.2018 2:50;94:51:03:11:DD:50;-84;Samsung Electronics;Smartphone
8.2.2018 2:51;9C:28:BF:41:90:63;-88;Continental Automotive Czech Republic s.r.o.;Handsfree
8.2.2018 2:53;00:03:19:0E:E7:84;-92;Infineon AG;Handsfree
8.2.2018 2:53;78:02:F8:77:DF:20;-91;Unknown;Smartphone
8.2.2018 2:54;78:02:F8:77:DF:20;-88;Unknown;Smartphone
8.2.2018 2:54;78:02:F8:77:DF:20;-82;Unknown;Smartphone
8.2.2018 2:56;EC:D0:9F:F2:89:CD;-86;Unknown;Smartphone
8.2.2018 2:56;EC:D0:9F:F2:89:CD;-73;Unknown;Smartphone
8.2.2018 2:59;F8:01:13:2D:32:30;-83;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 3:00;48:9D:24:2D:38:18;-86;Research In Motion;Smartphone
8.2.2018 3:00;F8:01:13:2D:32:30;-83;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 3:00;48:9D:24:2D:38:18;-73;Research In Motion;Smartphone
8.2.2018 3:07;48:9D:24:2D:38:18;-81;Research In Motion;Smartphone
8.2.2018 3:07;48:9D:24:2D:38:18;-81;Research In Motion;Smartphone
8.2.2018 3:08;F8:01:13:2D:32:30;-88;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 3:08;F8:01:13:2D:32:30;-86;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 3:09;90:03:B7:61:AB:D3;-89;PARROT;Handsfree
8.2.2018 3:09;F8:01:13:2D:32:30;-89;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 3:10;F8:01:13:2D:32:30;-90;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 3:11;F8:01:13:2D:32:30;-92;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 3:20;AC:C1:EE:50:4C:40;-90;Unknown;Smartphone
8.2.2018 3:20;AC:C1:EE:50:4C:40;-89;Unknown;Smartphone
8.2.2018 3:21;00:12:1C:4E:06:1A;-80;PARROT S.A.;Handsfree
8.2.2018 3:23;F0:1C:13:83:F3:D4;-87;LG Electronics;Smartphone
8.2.2018 3:24;F0:1C:13:83:F3:D4;-90;LG Electronics;Smartphone
8.2.2018 3:24;F0:1C:13:83:F3:D4;-88;LG Electronics;Smartphone
8.2.2018 3:26;74:5E:1C:AA:17:1E;-88;PIONEER CORPORATION;Handsfree
8.2.2018 3:26;00:26:7E:22:EB:CD;-89;Parrot SA;Handsfree
8.2.2018 3:26;74:5E:1C:AA:17:1E;-87;PIONEER CORPORATION;Handsfree
8.2.2018 3:27;00:0E:9F:A9:7A:43;-89;TEMIC SDS GmbH;Handsfree
8.2.2018 3:27;00:26:7E:22:EB:CD;-82;Parrot SA;Handsfree
8.2.2018 3:27;38:C0:96:3B:E3:1A;-77;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 3:27;74:5E:1C:AA:17:1E;-83;PIONEER CORPORATION;Handsfree
8.2.2018 3:27;00:0E:9F:A9:7A:43;-89;TEMIC SDS GmbH;Handsfree
8.2.2018 3:28;00:0D:18:8A:8B:91;-74;Mega-Trend Electronics CO., LTD.;Handsfree
8.2.2018 3:31;00:1E:A4:FC:A1:B5;-87;Nokia Danmark A/S;Handsfree
8.2.2018 3:40;38:A4:ED:79:F2:98;-62;Unknown;Smartphone
8.2.2018 3:40;B4:E1:C4:EC:48:E4;-88;Unknown;Smartphone
8.2.2018 3:41;38:A4:ED:79:F2:98;-82;Unknown;Smartphone
8.2.2018 3:41;A8:54:B2:C8:4C:1E;-89;Wistron Neweb Corp.;Handsfree
8.2.2018 3:41;B4:E1:C4:EC:48:E4;-82;Unknown;Smartphone
8.2.2018 3:42;EC:D0:9F:F2:89:CD;-81;Unknown;Smartphone
8.2.2018 3:42;EC:D0:9F:F2:89:CD;-84;Unknown;Smartphone
8.2.2018 3:43;EC:D0:9F:F2:89:CD;-88;Unknown;Smartphone
8.2.2018 3:45;50:8F:4C:DC:FF:0E;-84;Unknown;Smartphone
8.2.2018 3:45;B8:F9:34:42:AC:5C;-84;Sony Ericsson Mobile Communications AB;Smartphone
8.2.2018 3:49;00:26:7E:22:EB:CD;-84;Parrot SA;Handsfree
8.2.2018 3:49;74:5E:1C:AA:17:1E;-88;PIONEER CORPORATION;Handsfree
8.2.2018 3:51;00:0E:9F:CD:FA:C3;-84;TEMIC SDS GmbH;Handsfree
8.2.2018 3:51;30:FA:B7:80:1D:B7;-87;Tunai Creative;Handsfree
8.2.2018 3:52;00:0E:9F:CD:FA:C3;-73;TEMIC SDS GmbH;Handsfree
8.2.2018 3:52;00:0E:9F:CD:FA:C3;-69;TEMIC SDS GmbH;Handsfree
8.2.2018 3:52;00:0E:9F:CD:FA:C3;-66;TEMIC SDS GmbH;Handsfree
8.2.2018 3:53;00:0E:9F:CD:FA:C3;-76;TEMIC SDS GmbH;Handsfree
8.2.2018 3:54;38:C0:96:3B:6E:57;-89;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 3:54;BC:76:5E:6C:FD:9A;-87;Unknown;Smartphone
8.2.2018 3:54;D4:AE:05:3C:22:A4;-84;Unknown;Smartphone
8.2.2018 3:54;38:C0:96:3B:6E:57;-89;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 3:54;BC:76:5E:6C:FD:9A;-84;Unknown;Smartphone
8.2.2018 3:55;AC:7A:4D:46:24:6C;-72;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 3:56;10:92:66:3C:9A:39;-84;Samsung Electronics Co.,Ltd;Smartphone
8.2.2018 3:56;10:92:66:3C:9A:39;-83;Samsung Electronics Co.,Ltd;Smartphone
8.2.2018 3:57;10:92:66:3C:9A:39;-84;Samsung Electronics Co.,Ltd;Smartphone
8.2.2018 3:58;10:92:66:3C:9A:39;-84;Samsung Electronics Co.,Ltd;Smartphone
8.2.2018 4:00;78:02:F8:7C:0C:E0;-85;Unknown;Smartphone
8.2.2018 4:00;78:02:F8:7C:0C:E0;-86;Unknown;Smartphone
8.2.2018 4:01;78:02:F8:7C:0C:E0;-84;Unknown;Smartphone
8.2.2018 4:01;EC:D0:9F:1D:61:59;-88;Unknown;Smartphone
8.2.2018 4:01;78:02:F8:7C:0C:E0;-72;Unknown;Smartphone
8.2.2018 4:03;84:BE:52:B4:62:70;-78;Unknown;Smartphone
8.2.2018 4:03;F0:1C:13:83:F3:D4;-83;LG Electronics;Smartphone
8.2.2018 4:04;F0:1C:13:83:F3:D4;-80;LG Electronics;Smartphone
8.2.2018 4:04;F0:1C:13:83:F3:D4;-84;LG Electronics;Smartphone
8.2.2018 4:14;48:9D:24:2D:38:18;-87;Research In Motion;Smartphone
8.2.2018 4:16;78:02:F8:7C:0C:E0;-78;Unknown;Smartphone
8.2.2018 4:16;48:9D:24:2D:38:18;-87;Research In Motion;Smartphone
8.2.2018 4:16;78:02:F8:7C:0C:E0;-75;Unknown;Smartphone
8.2.2018 4:17;48:9D:24:2D:38:18;-92;Research In Motion;Smartphone
8.2.2018 4:18;48:9D:24:2D:38:18;-88;Research In Motion;Smartphone
8.2.2018 4:19;48:9D:24:2D:38:18;-79;Research In Motion;Smartphone
8.2.2018 4:19;48:9D:24:2D:38:18;-74;Research In Motion;Smartphone
8.2.2018 4:22;EC:D0:9F:F2:89:CD;-91;Unknown;Smartphone
8.2.2018 4:31;00:08:30:17:3A:49;-85;CISCO SYSTEMS, INC.;Handsfree
8.2.2018 4:31;00:10:1D:E8:D5:0F;-79;WINBOND ELECTRONICS CORP.;Handsfree
8.2.2018 4:31;00:08:30:17:3A:49;-74;CISCO SYSTEMS, INC.;Handsfree
8.2.2018 4:31;00:10:1D:E8:D5:0F;-88;WINBOND ELECTRONICS CORP.;Handsfree
8.2.2018 4:31;00:10:1D:E8:D5:0F;-80;WINBOND ELECTRONICS CORP.;Handsfree
8.2.2018 4:32;00:10:1D:E8:D5:0F;-84;WINBOND ELECTRONICS CORP.;Handsfree
8.2.2018 4:38;7C:11:CB:8D:34:AB;-84;Unknown;Smartphone
8.2.2018 4:41;F8:01:13:2D:32:30;-78;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 4:44;F8:01:13:2D:32:30;-71;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 4:48;F8:01:13:2D:32:30;-63;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 4:51;F8:01:13:2D:32:30;-84;Huawei Technologies Co., Ltd;Smartphone
8.2.2018 4:55;44:6E:E5:24:3A:E9;-81;Unknown;Smartphone
8.2.2018 4:55;A0:14:3D:6E:A2:40;-87;PARROT SA;Handsfree
8.2.2018 5:01;00:1E:A4:FA:88:D4;-88;Nokia Danmark A/S;Handsfree
8.2.2018 5:08;00:10:1D:E8:D5:0F;-73;WINBOND ELECTRONICS CORP.;Handsfree
8.2.2018 5:45;00:03:19:75:F1:DB;-81;Infineon AG;Handsfree
8.2.2018 6:09;94:B2:CC:02:54:93;-89;Unknown;Handsfree
8.2.2018 6:23;48:F0:7B:B2:AC:26;-92;Unknown;Handsfree
8.2.2018 6:33;74:23:44:46:F5:E1;-79;Unknown;Smartphone
8.2.2018 7:07;10:92:66:3C:9A:39;-85;Samsung Electronics Co.,Ltd;Smartphone
8.2.2018 7:10;AC:7A:4D:30:FE:BE;-87;ALPS ELECTRIC CO.,LTD.;Handsfree
8.2.2018 7:27;00:10:87:E8:19:EF;-84;Xstreamis PLC;Handsfree
8.2.2018 7:31;00:23:3D:23:A6:87;-81;Novero holding B.V.;Handsfree
8.2.2018 8:07;EC:D0:9F:1D:61:59;-85;Unknown;Smartphone
8.2.2018 8:41;00:0E:9F:6F:12:8A;-75;TEMIC SDS GmbH;Handsfree
8.2.2018 8:44;A0:14:3D:83:B5:20;-74;PARROT SA;Handsfree
8.2.2018 8:44;B0:E2:35:0D:84:88;-92;Unknown;Smartphone
8.2.2018 8:55;A0:14:3D:83:B5:20;-74;PARROT SA;Handsfree
8.2.2018 9:02;A0:14:3D:83:B5:20;-83;PARROT SA;Handsfree
8.2.2018 9:15;00:1E:A4:9E:5D:B2;-89;Nokia Danmark A/S;Handsfree
8.2.2018 9:42;00:12:1C:5A:A6:14;-82;PARROT S.A.;Handsfree
8.2.2018 10:03;00:0E:9F:A9:7A:43;-84;TEMIC SDS GmbH;Handsfree
8.2.2018 10:09;78:02:F8:01:FC:1D;-84;Unknown;Smartphone
8.2.2018 10:16;78:02:F8:01:FC:1D;-86;Unknown;Smartphone
8.2.2018 10:19;00:1E:A4:FF:07:4B;-91;Nokia Danmark A/S;Handsfree
8.2.2018 10:22;9C:DF:03:FD:CD:EF;-88;Harman/Becker Automotive Systems GmbH;Handsfree
8.2.2018 10:22;C4:86:E9:6B:4B:33;-86;Unknown;Smartphone
8.2.2018 10:29;A0:14:3D:83:B5:20;-73;PARROT SA;Handsfree
8.2.2018 10:56;B0:E2:35:0D:84:88;-85;Unknown;Smartphone
8.2.2018 15:05;28:A1:83:B1:8D:F9;-82;Unknown;Handsfree
8.2.2018 20:34;00:10:2A:E8:FD:92;-84;ZF MICROSYSTEMS, INC.;Handsfree
8.2.2018 20:58;18:D2:76:15:14:5F;-87;Unknown;Smartphone
8.2.2018 21:01;18:D2:76:15:14:5F;-88;Unknown;Smartphone
8.2.2018 21:05;18:D2:76:15:14:5F;-82;Unknown;Smartphone
8.2.2018 21:08;00:EC:0A:6F:64:D9;-89;Unknown;Smartphone
8.2.2018 21:08;18:D2:76:15:14:5F;-85;Unknown;Smartphone
8.2.2018 21:11;18:D2:76:15:14:5F;-83;Unknown;Smartphone
8.2.2018 21:15;18:D2:76:15:14:5F;-80;Unknown;Smartphone
8.2.2018 21:22;18:D2:76:15:14:5F;-87;Unknown;Smartphone
8.2.2018 21:25;18:D2:76:15:14:5F;-87;Unknown;Smartphone
8.2.2018 21:45;94:B2:CC:05:C3:38;-89;Unknown;Handsfree
8.2.2018 21:49;28:A1:83:59:77:70;-88;Unknown;Handsfree
8.2.2018 22:02;00:0E:9F:73:E1:2C;-88;TEMIC SDS GmbH;Handsfree
8.2.2018 22:05;90:03:B7:D5:B6:1E;-82;PARROT;Handsfree
8.2.2018 22:12;E0:75:0A:EC:7A:24;-87;ALPS ERECTORIC CO.,LTD.;Handsfree
8.2.2018 22:15;28:A1:83:EF:FC:67;-84;Unknown;Handsfree
8.2.2018 22:26;28:A1:83:B1:8D:F9;-88;Unknown;Handsfree
8.2.2018 22:39;48:9D:24:00:46:B5;-91;Research In Motion;Smartphone
8.2.2018 22:46;10:92:66:3C:9A:39;-78;Samsung Electronics Co.,Ltd;Smartphone
8.2.2018 22:49;48:9D:24:00:46:B5;-86;Research In Motion;Smartphone
8.2.2018 22:53;48:9D:24:00:46:B5;-81;Research In Motion;Smartphone
8.2.2018 22:53;7C:11:CB:8D:34:AB;-84;Unknown;Smartphone
8.2.2018 23:00;00:12:6F:23:8C:9A;-74;Rayson Technology Co., Ltd.;Uncategorized
8.2.2018 23:00;44:C3:46:3A:16:B5;-87;Unknown;Smartphone
8.2.2018 23:17;FC:62:B9:A9:91:AE;-84;ALPS ERECTRIC CO.,LTD;Handsfree
8.2.2018 23:20;6C:0E:0D:DE:F6:B2;-82;Sony Ericsson Mobile Communications AB;Smartphone
8.2.2018 23:20;EC:D0:9F:1D:61:59;-87;Unknown;Smartphone
8.2.2018 23:20;FC:62:B9:A9:91:AE;-89;ALPS ERECTRIC CO.,LTD;Handsfree
8.2.2018 23:33;00:17:53:0F:BB:91;-81;nFore Technology Inc.;Handsfree
8.2.2018 23:40;FC:62:B9:1E:9D:D5;-81;ALPS ERECTRIC CO.,LTD;Handsfree
8.2.2018 23:47;14:B4:84:AC:B5:4D;-82;Samsung Electronics Co.,Ltd;Smartphone
8.2.2018 23:57;00:23:3D:20:DA:DA;-84;Novero holding B.V.;Handsfree
9.2.2018 0:01;00:03:19:16:C9:3C;-86;Infineon AG;Handsfree
9.2.2018 0:04;B0:E2:35:43:BE:DC;-90;Unknown;Smartphone
9.2.2018 0:08;94:EB:CD:F9:38:D7;-87;Research In Motion Limited;Smartphone
9.2.2018 0:08;AC:C1:EE:50:4C:40;-79;Unknown;Smartphone
9.2.2018 0:08;B0:E2:35:43:BE:DC;-81;Unknown;Smartphone
9.2.2018 0:28;00:17:53:0F:BB:91;-92;nFore Technology Inc.;Handsfree
9.2.2018 0:35;78:02:F8:7C:0C:E0;-88;Unknown;Smartphone
9.2.2018 0:38;78:02:F8:7C:0C:E0;-90;Unknown;Smartphone
9.2.2018 0:42;00:23:3D:23:17:58;-87;Novero holding B.V.;Handsfree
9.2.2018 0:45;78:02:F8:7C:0C:E0;-89;Unknown;Smartphone
9.2.2018 0:49;78:02:F8:7C:0C:E0;-89;Unknown;Smartphone
9.2.2018 0:52;1C:CD:E5:CB:F8:57;-81;Unknown;Smartphone
9.2.2018 0:52;78:02:F8:7C:0C:E0;-89;Unknown;Smartphone
9.2.2018 0:52;BC:72:B1:07:48:09;-74;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 0:55;78:02:F8:7C:0C:E0;-88;Unknown;Smartphone
9.2.2018 0:59;78:02:F8:7C:0C:E0;-89;Unknown;Smartphone
9.2.2018 1:02;78:02:F8:7C:0C:E0;-91;Unknown;Smartphone
9.2.2018 1:02;9C:28:BF:6D:98:A6;-89;Continental Automotive Czech Republic s.r.o.;Handsfree
9.2.2018 1:15;B0:E2:35:07:D0:70;-84;Unknown;Smartphone
9.2.2018 1:45;48:F0:7B:C1:A4:B0;-84;Unknown;Handsfree
9.2.2018 1:45;7C:91:22:CE:B5:48;-84;Unknown;Smartphone
9.2.2018 2:02;7C:F9:0E:6F:76:F7;-83;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 2:02;EC:D0:9F:1D:61:59;-82;Unknown;Smartphone
9.2.2018 2:06;38:C0:96:40:6C:0A;-88;ALPS ELECTRIC CO.,LTD.;Handsfree
9.2.2018 2:06;6C:8F:B5:E2:67:8F;-81;Unknown;Smartphone
9.2.2018 2:06;78:02:F8:7C:0C:E0;-82;Unknown;Smartphone
9.2.2018 2:09;10:C6:FC:E4:64:D6;-81;Garmin International;Handsfree
9.2.2018 2:09;EC:D0:9F:F2:89:CD;-84;Unknown;Smartphone
9.2.2018 2:12;6C:0E:0D:DE:F6:B2;-89;Sony Ericsson Mobile Communications AB;Smartphone
9.2.2018 2:22;48:9D:24:2D:38:18;-81;Research In Motion;Smartphone
9.2.2018 2:26;00:0E:9F:73:E1:2C;-87;TEMIC SDS GmbH;Handsfree
9.2.2018 2:33;F4:CB:52:AE:E7:78;-87;Unknown;Smartphone
9.2.2018 2:36;FC:62:B9:1E:9D:BD;-87;ALPS ERECTRIC CO.,LTD;Handsfree
9.2.2018 2:39;48:F0:7B:06:F0:B8;-88;Unknown;Handsfree
9.2.2018 2:56;00:1E:A4:FF:07:4B;-88;Nokia Danmark A/S;Handsfree
9.2.2018 2:59;BC:72:B1:07:48:09;-79;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 2:59;C4:86:E9:5C:14:DC;-88;Unknown;Smartphone
9.2.2018 3:06;C4:42:02:D5:50:F6;-74;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 3:20;94:EB:CD:F9:38:D7;-85;Research In Motion Limited;Smartphone
9.2.2018 3:33;00:0E:9F:EE:5B:FA;-83;TEMIC SDS GmbH;Handsfree
9.2.2018 3:54;74:23:44:46:F5:E1;-92;Unknown;Smartphone
9.2.2018 3:54;74:23:44:46:F5:E1;-71;Unknown;Smartphone
9.2.2018 3:57;78:02:F8:77:DF:20;-89;Unknown;Smartphone
9.2.2018 3:58;00:23:D6:19:F1:BF;-91;Samsung Electronics Co.,LTD;Smartphone
9.2.2018 3:58;00:0E:9F:A9:7A:43;-87;TEMIC SDS GmbH;Handsfree
9.2.2018 3:59;38:C0:96:BF:05:A5;-86;ALPS ELECTRIC CO.,LTD.;Handsfree
9.2.2018 4:00;38:C0:96:BF:05:A5;-86;ALPS ELECTRIC CO.,LTD.;Handsfree
9.2.2018 4:00;38:BC:1A:38:8D:5C;-65;Meizu technology co.,ltd;Smartphone
9.2.2018 4:01;38:BC:1A:38:8D:5C;-76;Meizu technology co.,ltd;Smartphone
9.2.2018 4:01;38:BC:1A:38:8D:5C;-84;Meizu technology co.,ltd;Smartphone
9.2.2018 4:01;9C:28:BF:72:25:54;-88;Continental Automotive Czech Republic s.r.o.;Handsfree
9.2.2018 4:01;00:23:3D:36:CD:33;-91;Novero holding B.V.;Handsfree
9.2.2018 4:02;00:23:3D:36:CD:33;-86;Novero holding B.V.;Handsfree
9.2.2018 4:02;00:23:3D:36:CD:33;-64;Novero holding B.V.;Handsfree
9.2.2018 4:05;00:0E:9F:CE:5D:8D;-84;TEMIC SDS GmbH;Handsfree
9.2.2018 4:06;00:0E:9F:CE:5D:8D;-80;TEMIC SDS GmbH;Handsfree
9.2.2018 4:09;84:BE:52:B4:63:99;-89;Unknown;Smartphone
9.2.2018 4:11;B0:E2:35:0D:84:88;-67;Unknown;Smartphone
9.2.2018 4:11;84:BE:52:B4:63:99;-84;Unknown;Smartphone
9.2.2018 4:11;B0:E2:35:0D:84:88;-85;Unknown;Smartphone
9.2.2018 4:12;10:92:66:3C:9A:39;-87;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 4:12;84:BE:52:B4:63:99;-89;Unknown;Smartphone
9.2.2018 4:12;10:92:66:3C:9A:39;-84;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 4:12;84:BE:52:B4:63:99;-84;Unknown;Smartphone
9.2.2018 4:13;54:7F:54:3D:FF:79;-84;INGENICO;Smartphone
9.2.2018 4:13;84:BE:52:B4:63:99;-71;Unknown;Smartphone
9.2.2018 4:13;10:92:66:3C:9A:39;-74;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 4:14;10:92:66:3C:9A:39;-81;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 4:14;10:92:66:3C:9A:39;-84;Samsung Electronics Co.,Ltd;Smartphone
9.2.2018 4:16;90:03:B7:D5:B6:1E;-89;PARROT;Handsfree
9.2.2018 4:18;C4:86:E9:5C:14:DC;-89;Unknown;Smartphone
9.2.2018 4:18;90:03:B7:D5:B6:1E;-88;PARROT;Handsfree
9.2.2018 4:19;90:03:B7:D5:B6:1E;-79;PARROT;Handsfree
9.2.2018 4:20;90:03:B7:E5:C2:02;-88;PARROT;Handsfree
9.2.2018 4:20;A8:54:B2:C8:4C:1E;-82;Wistron Neweb Corp.;Handsfree
9.2.2018 4:22;00:26:7E:31:AC:C9;-88;Parrot SA;Handsfree
9.2.2018 4:26;38:BC:1A:38:8D:5C;-85;Meizu technology co.,ltd;Smartphone
9.2.2018 4:27;38:BC:1A:38:8D:5C;-82;Meizu technology co.,ltd;Smartphone
9.2.2018 4:27;00:1E:AE:05:6D:59;-89;Continental Automotive Systems;Handsfree
9.2.2018 4:28;AC:7A:4D:C7:E5:C5;-84;ALPS ELECTRIC CO.,LTD.;Handsfree
9.2.2018 4:28;44:F4:59:D7:FE:8D;-83;Samsung Electronics;Smartphone
9.2.2018 4:29;48:F0:7B:42:7B:AA;-91;Unknown;Handsfree
9.2.2018 4:48;00:0E:9F:70:6A:47;-84;TEMIC SDS GmbH;Handsfree
9.2.2018 4:48;8C:EB:C6:7C:9C:ED;-91;Unknown;Smartphone
9.2.2018 4:51;48:F0:7B:42:7B:AA;-91;Unknown;Handsfree
9.2.2018 4:58;48:F0:7B:42:7B:AA;-72;Unknown;Handsfree
9.2.2018 5:01;AC:7A:4D:46:24:6C;-81;ALPS ELECTRIC CO.,LTD.;Handsfree
9.2.2018 5:15;7C:11:CB:8D:34:AB;-84;Unknown;Smartphone
9.2.2018 5:18;8C:EB:C6:7C:9C:ED;-61;Unknown;Smartphone
9.2.2018 5:28;28:A1:83:BC:AF:C1;-86;Unknown;Handsfree
9.2.2018 6:12;78:02:F8:77:DF:20;-89;Unknown;Smartphone
9.2.2018 6:12;A0:86:C6:90:8E:3C;-73;XIAOMI INC;Smartphone
9.2.2018 6:29;00:21:3E:81:EA:B7;-87;TomTom;Handsfree
9.2.2018 7:00;18:59:36:D9:56:4D;-86;XIAOMI INC;Smartphone
9.2.2018 7:14;B4:EF:FA:2B:71:28;-82;Unknown;Smartphone
9.2.2018 7:54;A4:CA:A0:00:E2:BE;-84;Unknown;Smartphone
9.2.2018 8:28;EC:D0:9F:F2:89:CD;-89;Unknown;Smartphone
9.2.2018 8:39;00:26:7E:37:B8:40;-88;Parrot SA;Handsfree
9.2.2018 8:55;A0:14:3D:6E:A2:40;-86;PARROT SA;Handsfree
